dataset,run_id,seed,algorithm_type,iteration_limit,total_time,cost,solution,elapsed_time,iteration
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3100,"[1, 55, 64, 45, 68, 7, 33, 65, 47, 92, 1, 46, 18, 40, 101, 91, 36, 32, 1, 27, 76, 56, 53, 95, 62, 16, 41, 1, 10, 8, 35, 71, 57, 93, 58, 15, 48, 38, 1, 37, 23, 26, 81, 51, 28, 34, 80, 89, 79, 1, 13, 5, 94, 97, 59, 3, 42, 70, 1, 60, 12, 63, 4, 24, 74, 1, 99, 73, 19, 21, 11, 52, 1, 49, 9, 83, 30, 75, 39, 61, 2, 1, 84, 50, 66, 25, 14, 1, 6, 20, 44, 43, 98, 87, 1, 86, 31, 77, 88, 1, 78, 82, 69, 22, 17, 1, 100, 85, 29, 96, 90, 67, 72, 1, 54, 1]",0.081166,4
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3099,"[1, 55, 64, 45, 68, 7, 33, 65, 47, 92, 1, 46, 18, 40, 101, 91, 36, 32, 1, 27, 76, 56, 53, 95, 62, 16, 41, 1, 10, 8, 35, 71, 57, 93, 58, 15, 43, 38, 37, 23, 1, 26, 81, 51, 28, 34, 80, 89, 79, 13, 1, 5, 94, 97, 59, 3, 42, 70, 1, 60, 12, 63, 4, 24, 74, 1, 99, 73, 19, 21, 11, 52, 1, 49, 9, 83, 30, 75, 39, 61, 2, 1, 84, 50, 66, 25, 14, 1, 6, 20, 44, 48, 98, 1, 87, 86, 31, 77, 1, 88, 78, 82, 69, 1, 22, 17, 100, 85, 29, 96, 90, 1, 67, 72, 54, 1]",0.090318,5
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3068,"[1, 55, 64, 91, 45, 68, 7, 33, 65, 47, 18, 1, 92, 46, 36, 76, 56, 53, 95, 62, 16, 41, 1, 10, 8, 35, 71, 57, 93, 58, 15, 90, 38, 37, 1, 23, 26, 81, 51, 28, 30, 75, 39, 61, 34, 1, 80, 89, 79, 13, 5, 94, 97, 1, 59, 3, 42, 70, 60, 12, 63, 4, 1, 24, 74, 99, 73, 19, 21, 11, 1, 52, 49, 9, 83, 2, 84, 1, 50, 66, 40, 25, 14, 1, 6, 20, 44, 43, 98, 101, 1, 87, 86, 31, 77, 1, 88, 32, 78, 82, 27, 1, 69, 22, 17, 100, 85, 29, 1, 96, 48, 67, 72, 54, 1]",0.099534,6
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3007,"[1, 55, 64, 91, 45, 68, 7, 33, 65, 47, 18, 1, 92, 46, 36, 76, 56, 53, 95, 62, 16, 41, 1, 10, 8, 35, 71, 57, 93, 58, 15, 90, 38, 1, 48, 37, 23, 26, 81, 51, 28, 30, 75, 1, 39, 61, 34, 80, 89, 79, 13, 5, 1, 94, 97, 59, 3, 42, 70, 60, 12, 1, 63, 4, 24, 74, 99, 73, 1, 19, 21, 11, 52, 49, 9, 83, 1, 2, 84, 50, 66, 40, 25, 1, 14, 6, 20, 44, 43, 98, 101, 1, 87, 86, 31, 77, 1, 88, 32, 78, 82, 27, 1, 69, 22, 17, 100, 85, 29, 1, 96, 67, 72, 54, 1]",0.108706,7
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,2922,"[1, 55, 64, 91, 45, 68, 7, 33, 65, 47, 18, 1, 92, 46, 36, 76, 56, 53, 95, 62, 16, 41, 1, 10, 8, 35, 71, 57, 93, 58, 15, 48, 38, 1, 23, 26, 81, 51, 28, 34, 80, 89, 79, 1, 13, 5, 94, 97, 59, 3, 42, 70, 1, 60, 12, 63, 4, 24, 74, 1, 30, 75, 39, 61, 6, 99, 73, 19, 1, 21, 11, 52, 49, 9, 83, 2, 1, 84, 50, 66, 40, 25, 1, 14, 37, 20, 44, 43, 98, 101, 1, 87, 86, 31, 77, 1, 88, 32, 78, 82, 27, 1, 69, 22, 17, 100, 85, 29, 1, 96, 90, 67, 72, 54, 1]",0.11838,8
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,3329,"[1, 73, 89, 80, 79, 87, 81, 36, 47, 92, 1, 62, 35, 22, 24, 100, 99, 15, 18, 61, 1, 85, 75, 11, 78, 74, 55, 90, 101, 71, 25, 1, 23, 57, 53, 44, 46, 94, 38, 64, 37, 70, 8, 1, 43, 77, 83, 66, 52, 29, 68, 42, 56, 1, 82, 69, 91, 93, 39, 6, 7, 1, 12, 67, 50, 49, 65, 1, 40, 59, 17, 14, 28, 1, 32, 95, 84, 33, 63, 1, 34, 48, 31, 26, 58, 41, 5, 98, 1, 13, 51, 9, 19, 88, 27, 30, 3, 1, 16, 21, 76, 97, 72, 60, 96, 1, 86, 20, 2, 45, 4, 1, 54, 10, 1]",0.034827,0
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,3297,"[1, 67, 12, 9, 54, 47, 30, 32, 1, 10, 2, 6, 64, 73, 76, 1, 100, 93, 27, 34, 14, 91, 40, 36, 1, 11, 53, 18, 38, 92, 97, 22, 24, 99, 1, 15, 61, 85, 75, 78, 74, 55, 90, 101, 1, 71, 25, 23, 57, 44, 46, 94, 37, 70, 8, 77, 1, 83, 66, 52, 29, 68, 42, 56, 1, 82, 69, 39, 7, 80, 1, 89, 20, 49, 65, 31, 1, 60, 86, 35, 79, 1, 87, 51, 19, 41, 59, 17, 1, 84, 5, 45, 72, 26, 88, 98, 43, 1, 96, 21, 62, 3, 4, 63, 13, 81, 1, 48, 50, 28, 58, 95, 1, 16, 33, 1]",0.053453,1
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,3234,"[1, 92, 64, 67, 35, 56, 66, 51, 80, 1, 78, 71, 48, 2, 38, 91, 60, 16, 1, 82, 5, 24, 18, 55, 74, 81, 1, 65, 22, 75, 88, 58, 47, 76, 26, 27, 79, 1, 31, 40, 42, 34, 21, 23, 43, 41, 1, 17, 12, 52, 53, 28, 72, 63, 1, 29, 62, 101, 14, 89, 90, 1, 69, 83, 84, 87, 44, 1, 99, 6, 59, 46, 10, 36, 4, 25, 1, 100, 7, 85, 19, 98, 73, 45, 3, 1, 86, 37, 95, 77, 1, 49, 20, 97, 70, 39, 96, 1, 11, 30, 94, 61, 57, 32, 13, 1, 50, 93, 8, 9, 15, 68, 1, 33, 54, 1]",0.062936,2
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,3211,"[1, 92, 64, 67, 35, 56, 66, 51, 80, 1, 78, 71, 48, 57, 38, 91, 60, 16, 1, 82, 5, 24, 18, 55, 74, 81, 1, 65, 22, 75, 88, 58, 47, 76, 26, 27, 79, 1, 31, 40, 42, 34, 21, 23, 43, 41, 1, 17, 12, 52, 53, 28, 72, 63, 1, 29, 62, 101, 14, 89, 90, 1, 69, 83, 84, 87, 44, 1, 99, 6, 59, 46, 10, 36, 4, 25, 1, 100, 7, 85, 19, 98, 73, 45, 3, 1, 86, 37, 95, 77, 1, 49, 20, 97, 70, 39, 96, 1, 11, 30, 94, 61, 2, 32, 13, 1, 50, 93, 8, 9, 15, 68, 1, 33, 54, 1]",0.072338,3
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,3049,"[1, 2, 81, 80, 79, 87, 89, 36, 47, 92, 62, 1, 35, 22, 24, 100, 99, 15, 18, 61, 85, 1, 75, 11, 78, 74, 55, 90, 101, 71, 25, 1, 23, 57, 53, 44, 46, 94, 38, 64, 37, 70, 8, 1, 43, 77, 83, 66, 52, 29, 68, 42, 56, 1, 82, 69, 91, 93, 39, 6, 7, 1, 12, 67, 50, 49, 65, 1, 40, 59, 17, 14, 28, 1, 32, 95, 84, 33, 63, 1, 34, 48, 31, 26, 58, 41, 5, 98, 1, 13, 51, 60, 16, 88, 76, 1, 27, 21, 72, 10, 4, 19, 73, 1, 45, 3, 86, 20, 97, 1, 96, 30, 9, 54, 1]",0.081677,4
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,3017,"[1, 2, 81, 80, 79, 87, 89, 36, 47, 92, 62, 1, 35, 22, 24, 100, 99, 15, 18, 61, 85, 1, 75, 11, 78, 74, 55, 90, 101, 71, 25, 1, 41, 57, 53, 44, 46, 94, 38, 64, 37, 70, 8, 43, 1, 77, 83, 66, 52, 29, 68, 42, 56, 1, 82, 69, 91, 93, 39, 6, 7, 1, 12, 67, 50, 49, 65, 1, 40, 59, 17, 14, 28, 1, 32, 95, 84, 33, 63, 1, 34, 48, 31, 26, 58, 23, 5, 1, 98, 13, 51, 60, 16, 88, 1, 76, 27, 21, 72, 10, 4, 19, 1, 73, 45, 3, 86, 20, 1, 97, 96, 30, 9, 54, 1]",0.109651,7
E-n101-k14,0f305618-6a31-47e5-81ca-190477fa417a,1117932251,GA,10,0.11928,2978,"[1, 2, 81, 80, 79, 87, 89, 36, 47, 92, 62, 1, 35, 22, 24, 100, 99, 15, 18, 61, 85, 1, 75, 11, 78, 74, 55, 90, 101, 71, 25, 1, 41, 57, 53, 44, 46, 94, 38, 64, 37, 70, 8, 30, 1, 77, 83, 66, 52, 29, 68, 42, 56, 1, 82, 69, 91, 93, 39, 6, 7, 1, 12, 67, 50, 49, 65, 1, 40, 59, 17, 14, 28, 1, 32, 95, 84, 33, 63, 1, 34, 48, 31, 26, 58, 23, 5, 1, 98, 13, 51, 60, 16, 88, 1, 76, 27, 21, 72, 10, 4, 19, 1, 73, 45, 3, 86, 20, 1, 97, 96, 43, 9, 54, 1]",0.119279,8
E-n101-k14,a95f13ed-0e24-41d0-9e1a-707e14c1bccd,1117932251,HA,10,2.160481,1792,"[1, 61, 85, 87, 39, 44, 14, 98, 93, 7, 92, 18, 47, 1, 5, 56, 40, 57, 42, 23, 73, 26, 1, 84, 90, 28, 54, 41, 95, 97, 100, 1, 8, 63, 20, 37, 50, 65, 67, 1, 62, 38, 60, 96, 86, 1, 89, 12, 32, 71, 31, 21, 80, 79, 25, 1, 34, 69, 13, 77, 4, 51, 81, 1, 70, 11, 91, 33, 15, 101, 58, 43, 16, 3, 1, 48, 49, 83, 59, 75, 1, 82, 10, 36, 35, 72, 66, 52, 1, 55, 30, 78, 2, 29, 27, 22, 74, 1, 53, 19, 9, 46, 6, 99, 17, 64, 1, 94, 88, 45, 68, 76, 1, 24, 1]",0.74144,0
E-n101-k14,a95f13ed-0e24-41d0-9e1a-707e14c1bccd,1117932251,HA,10,2.160481,1751,"[1, 100, 95, 98, 60, 96, 99, 92, 43, 1, 88, 29, 27, 14, 22, 3, 7, 18, 85, 1, 101, 86, 94, 62, 17, 1, 54, 59, 41, 74, 23, 24, 26, 81, 56, 47, 1, 19, 32, 83, 53, 8, 12, 20, 64, 91, 1, 50, 48, 49, 37, 84, 61, 1, 13, 69, 78, 82, 79, 30, 25, 93, 1, 80, 4, 51, 2, 34, 31, 71, 89, 70, 1, 68, 57, 40, 5, 42, 75, 76, 1, 52, 35, 36, 21, 33, 11, 63, 65, 1, 39, 87, 45, 16, 58, 44, 38, 97, 1, 28, 90, 6, 46, 9, 15, 1, 10, 67, 72, 66, 55, 77, 1, 73, 1]",2.160479,10
E-n101-k14,6dd28c8d-c80c-447c-8d57-6a33755740a8,1117932251,HA,10,2.877729,1799,"[1, 73, 26, 40, 24, 57, 42, 74, 47, 1, 3, 41, 14, 93, 97, 7, 90, 15, 45, 92, 18, 1, 27, 19, 84, 61, 49, 9, 53, 8, 91, 71, 56, 1, 77, 4, 78, 69, 51, 52, 36, 25, 1, 80, 82, 34, 10, 72, 21, 30, 79, 1, 54, 59, 16, 98, 101, 99, 43, 88, 1, 89, 63, 12, 20, 48, 37, 46, 85, 1, 2, 11, 64, 33, 32, 70, 29, 1, 44, 39, 17, 87, 60, 58, 1, 22, 23, 76, 75, 5, 55, 81, 35, 1, 95, 100, 86, 62, 94, 1, 28, 6, 96, 83, 50, 1, 38, 68, 66, 67, 31, 65, 1, 13, 1]",1.452956,0
E-n101-k14,6dd28c8d-c80c-447c-8d57-6a33755740a8,1117932251,HA,10,2.877729,1772,"[1, 63, 32, 31, 21, 72, 35, 79, 25, 47, 1, 8, 90, 14, 100, 60, 38, 97, 7, 93, 92, 43, 18, 1, 16, 42, 23, 57, 74, 55, 76, 75, 22, 3, 56, 1, 41, 54, 59, 95, 61, 19, 83, 9, 91, 1, 101, 45, 94, 96, 98, 99, 53, 1, 51, 82, 77, 13, 81, 34, 78, 30, 1, 28, 29, 89, 49, 48, 37, 1, 33, 67, 36, 66, 10, 52, 71, 1, 2, 70, 11, 64, 65, 50, 20, 12, 1, 58, 88, 87, 62, 17, 85, 1, 6, 46, 86, 15, 44, 1, 84, 39, 40, 24, 73, 1, 27, 5, 26, 68, 4, 80, 1, 69, 1]",2.877727,10
E-n101-k14,f0cfd3ec-eb13-4aa6-bc84-e9634c62db63,1117932251,HA,10,2.847678,1807,"[1, 45, 86, 92, 17, 38, 85, 46, 18, 1, 54, 7, 95, 93, 100, 97, 101, 15, 58, 56, 1, 27, 28, 89, 63, 12, 49, 47, 1, 34, 82, 52, 77, 29, 13, 4, 25, 1, 20, 48, 37, 70, 51, 69, 81, 1, 41, 74, 5, 40, 26, 57, 42, 23, 75, 1, 79, 35, 30, 78, 80, 10, 2, 31, 1, 11, 33, 91, 64, 53, 32, 8, 83, 61, 1, 21, 71, 94, 99, 6, 62, 43, 96, 1, 55, 39, 87, 50, 65, 1, 72, 67, 66, 36, 68, 76, 1, 22, 73, 24, 16, 88, 44, 1, 98, 59, 9, 84, 90, 19, 14, 3, 1, 60, 1]",2.847677,0
